,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,alcohol_higher,va_high
1355,6.1,0.32,0.25,0.086,32.0,0.99464,0.44,10.1,5,0,0
382,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,0,0
845,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0,1
1090,10.0,0.26,0.54,0.083,74.0,0.99451,0.63,11.8,8,1,0
1154,6.6,0.58,0.0,0.1,63.0,0.99544,0.68,11.4,6,0,0
1146,7.8,0.5,0.12,0.178,21.0,0.996,0.87,9.8,6,0,0
1582,6.1,0.715,0.1,0.053,27.0,0.99362,0.5,11.9,5,1,1
1214,10.2,0.33,0.46,0.081,9.0,0.99628,0.48,10.4,6,0,0
94,5.0,1.02,0.04,0.045,85.0,0.9938,0.48,10.5,4,0,1
1472,7.6,0.35,0.6,0.073,44.0,0.99656,0.79,11.1,6,0,0
765,9.2,0.67,0.1,0.091,48.0,0.99888,0.54,9.5,6,0,1
12,5.6,0.615,0.0,0.089,59.0,0.9943,0.52,9.9,5,0,1
1346,6.1,0.59,0.01,0.056,13.0,0.99472,0.56,11.4,5,0,0
1038,8.7,0.41,0.41,0.078,42.0,0.9953,0.77,12.6,7,1,0
1312,8.0,1.18,0.21,0.083,41.0,0.99532,0.47,10.5,5,0,1
1575,7.5,0.52,0.4,0.06,20.0,0.99474,0.64,11.8,6,1,0
594,7.9,0.72,0.17,0.096,38.0,0.9978,0.53,9.5,5,0,1
555,15.5,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0,1
586,11.1,0.31,0.49,0.094,47.0,0.9986,1.02,10.6,7,0,0
457,9.2,0.63,0.21,0.097,65.0,0.9988,0.58,9.6,5,0,1
1255,6.1,0.64,0.02,0.069,46.0,0.99358,0.45,11.0,5,0,1
370,6.9,0.765,0.02,0.063,63.0,0.9975,0.78,9.9,5,0,1
1091,7.9,0.34,0.42,0.086,19.0,0.99546,0.6,11.4,6,0,0
1089,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,9.9,7,0,0
1193,6.4,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5,0,1
1007,9.1,0.3,0.34,0.064,25.0,0.99516,0.84,11.7,7,1,0
986,9.8,0.34,0.39,0.066,7.0,0.9947,0.55,11.4,7,0,0
1488,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5,0,0
1147,10.0,0.41,0.45,0.071,14.0,0.99702,0.49,11.8,7,1,0
1417,7.3,0.34,0.33,0.064,37.0,0.9952,0.77,12.1,7,1,0
1352,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5,0,1
1041,6.9,0.49,0.19,0.079,26.0,0.99547,0.64,9.8,6,0,0
59,7.3,0.39,0.31,0.074,46.0,0.9962,0.54,9.4,6,0,0
170,7.9,0.885,0.03,0.058,8.0,0.9972,0.33,9.1,4,0,1
38,5.7,1.13,0.09,0.172,19.0,0.994,0.48,9.8,4,0,1
246,7.1,0.68,0.07,0.075,51.0,0.99685,0.52,9.5,5,0,1
1042,8.9,0.5,0.21,0.088,39.0,0.99692,0.83,11.1,6,0,0
1221,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6,0,0
442,15.6,0.685,0.76,0.1,43.0,1.0032,0.68,11.2,7,0,1
603,13.2,0.46,0.52,0.071,35.0,1.0006,0.56,9.0,6,0,0
1543,11.1,0.44,0.42,0.064,19.0,0.99758,0.57,10.4,6,0,0
1452,6.6,0.58,0.02,0.062,53.0,0.99374,0.76,11.6,7,1,0
1592,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6,0,0
117,7.8,0.56,0.12,0.082,28.0,0.997,0.5,9.4,6,0,0
651,9.8,0.88,0.25,0.104,155.0,1.001,0.67,11.2,5,0,1
860,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,9.5,5,0,1
1321,5.0,0.74,0.0,0.041,46.0,0.99258,0.59,12.5,6,1,1
1363,8.0,0.83,0.27,0.08,63.0,0.99652,0.48,9.8,4,0,1
1240,7.5,0.61,0.2,0.076,60.0,0.99494,0.4,9.3,5,0,1
846,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0,1
308,10.3,0.43,0.44,0.214,12.0,0.9994,0.63,9.5,6,0,0
649,6.7,0.42,0.27,0.068,148.0,0.9948,0.57,11.3,6,0,0
1033,7.5,0.57,0.08,0.089,27.0,0.99592,0.59,10.4,6,0,0
1490,7.1,0.22,0.49,0.039,18.0,0.99344,0.56,12.4,6,1,0
1336,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0,0
504,10.5,0.24,0.42,0.077,22.0,0.9976,1.05,10.8,7,0,0
1482,7.2,0.58,0.54,0.114,9.0,0.99719,0.57,10.3,4,0,0
852,8.0,0.42,0.32,0.08,122.0,0.99801,1.07,9.7,5,0,0
764,9.1,0.68,0.11,0.093,44.0,0.99888,0.55,9.5,6,0,1
904,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,10.8,7,0,0
726,8.1,0.72,0.09,0.084,49.0,0.9994,0.72,11.1,6,0,1
1024,7.7,0.58,0.01,0.088,18.0,0.99568,0.56,10.5,7,0,0
938,7.2,0.38,0.38,0.068,42.0,0.99356,0.72,12.9,7,1,0
1500,7.5,0.725,0.04,0.076,15.0,0.99508,0.53,9.6,5,0,1
1174,7.6,0.36,0.31,0.079,65.0,0.99716,0.62,9.5,6,0,0
784,7.1,0.59,0.01,0.077,85.0,0.99746,0.59,9.8,5,0,0
588,5.0,0.42,0.24,0.06,50.0,0.9917,0.74,14.0,8,1,0
774,7.9,0.4,0.3,0.157,45.0,0.99727,0.91,9.5,6,0,0
143,6.3,0.39,0.08,0.066,20.0,0.9954,0.58,9.4,5,0,0
176,7.3,0.38,0.21,0.08,35.0,0.9961,0.47,9.5,5,0,0
769,7.9,0.72,0.01,0.076,32.0,0.99668,0.54,9.6,5,0,1
1494,6.4,0.31,0.09,0.066,28.0,0.99459,0.7,10.0,7,0,0
1249,7.1,0.6,0.01,0.079,37.0,0.99514,0.61,10.9,6,0,1
1059,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1,0
77,6.8,0.785,0.0,0.104,30.0,0.9966,0.55,10.7,6,0,1
1224,12.6,0.39,0.49,0.08,20.0,0.9992,0.82,10.3,6,0,0
1447,6.8,0.67,0.0,0.08,39.0,0.99701,0.74,9.7,5,0,1
1371,7.5,0.58,0.56,0.153,14.0,0.99476,1.03,11.6,6,1,0
240,8.9,0.635,0.37,0.263,62.0,0.9971,1.09,9.3,5,0,1
962,6.6,0.57,0.02,0.115,16.0,0.99654,0.69,9.5,5,0,0
166,6.8,0.64,0.1,0.085,101.0,0.9956,0.52,10.2,5,0,1
859,6.8,0.56,0.22,0.074,24.0,0.99438,0.82,11.2,6,0,0
1443,6.9,0.58,0.2,0.058,22.0,0.99322,0.49,11.7,5,1,0
404,7.7,0.69,0.05,0.075,27.0,0.9974,0.61,9.1,5,0,1
1019,7.0,0.5,0.14,0.078,23.0,0.99636,0.61,10.4,5,0,0
1563,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0,1
807,8.2,0.28,0.4,0.052,10.0,0.99356,0.7,12.8,7,1,0
1242,9.0,0.4,0.41,0.058,40.0,0.99414,0.6,12.2,6,1,0
1004,8.2,0.43,0.29,0.081,45.0,0.99603,0.54,10.3,5,0,0
1385,8.0,0.81,0.25,0.076,85.0,0.99668,0.42,9.2,5,0,1
1203,9.9,0.74,0.19,0.111,76.0,0.99878,0.55,9.4,5,0,1
1384,7.1,0.755,0.15,0.107,84.0,0.99593,0.5,9.5,5,0,1
1152,8.3,0.6,0.25,0.118,38.0,0.99616,0.53,9.8,5,0,1
86,8.6,0.49,0.28,0.11,136.0,0.9972,1.95,9.9,6,0,0
19,7.9,0.32,0.51,0.341,56.0,0.9969,1.08,9.2,6,0,0
990,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,9.4,5,0,0
675,9.3,0.41,0.39,0.064,31.0,0.9984,0.65,10.2,5,0,0
1009,9.6,0.5,0.36,0.116,55.0,0.99722,0.68,10.9,5,0,0
224,8.4,0.635,0.36,0.089,55.0,0.99745,0.57,10.4,4,0,1
608,10.1,0.65,0.37,0.11,65.0,1.0026,0.64,10.4,6,0,1
1243,8.3,0.56,0.22,0.082,86.0,0.9983,0.62,9.5,5,0,0
688,7.7,0.66,0.04,0.039,9.0,0.9962,0.47,9.4,5,0,1
11,7.5,0.5,0.36,0.071,102.0,0.9978,0.8,10.5,5,0,0
847,7.4,0.68,0.16,0.078,39.0,0.9977,0.7,9.9,6,0,1
1308,9.7,0.69,0.32,0.088,91.0,0.9979,0.62,10.1,5,0,1
510,12.4,0.42,0.49,0.073,43.0,0.9978,0.61,9.5,5,0,0
1215,8.8,0.27,0.46,0.095,29.0,0.99488,0.56,11.3,6,0,0
1245,7.4,0.55,0.19,0.082,34.0,0.99655,0.68,10.5,5,0,0
1105,6.3,0.57,0.28,0.048,49.0,0.99374,0.6,12.8,5,1,0
203,7.0,0.42,0.35,0.088,39.0,0.9961,0.55,9.2,5,0,0
1145,8.2,0.2,0.43,0.076,51.0,0.99672,0.81,10.4,6,0,0
878,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,10.0,6,0,1
1006,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,11.7,7,1,0
723,7.1,0.31,0.3,0.053,127.0,0.9965,1.62,9.5,5,0,0
1556,6.6,0.88,0.04,0.066,20.0,0.99636,0.56,9.9,5,0,1
1572,7.3,0.69,0.32,0.069,104.0,0.99632,0.51,9.5,5,0,1
401,7.7,0.26,0.3,0.059,38.0,0.9949,0.47,10.8,6,0,0
131,5.6,0.5,0.09,0.049,99.0,0.9937,0.63,13.0,5,1,0
995,7.7,0.6,0.06,0.079,41.0,0.99697,0.62,10.1,6,0,1
1166,9.9,0.54,0.26,0.111,60.0,0.99709,0.98,10.2,5,0,0
1473,6.1,0.6,0.08,0.071,45.0,0.99336,0.54,11.0,5,0,1
1172,9.7,0.42,0.46,0.074,16.0,0.99649,0.74,12.3,6,1,0
563,7.6,0.29,0.49,0.092,60.0,0.9971,0.61,10.1,6,0,0
1522,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5,0,0
963,8.8,0.27,0.39,0.1,27.0,0.99546,0.69,11.2,6,0,0
1434,10.2,0.54,0.37,0.214,95.0,1.00369,0.77,9.0,6,0,0
496,7.8,0.52,0.25,0.081,38.0,0.9984,0.65,9.0,6,0,0
1536,6.1,0.53,0.08,0.077,45.0,0.99528,0.68,10.3,6,0,0
752,7.6,0.54,0.13,0.097,66.0,0.99785,0.61,9.4,5,0,0
1496,7.7,0.54,0.26,0.089,147.0,0.99636,0.59,9.7,5,0,0
1124,6.5,0.58,0.0,0.096,13.0,0.99557,0.62,11.5,4,0,0
1333,9.1,0.775,0.22,0.079,48.0,0.9976,0.51,9.6,5,0,1
1036,7.6,0.31,0.34,0.082,35.0,0.99356,0.59,12.5,7,1,0
975,7.2,0.41,0.3,0.083,72.0,0.997,0.52,9.4,5,0,0
1043,9.5,0.39,0.41,0.069,39.0,0.99859,0.81,10.9,7,0,0
668,10.0,0.73,0.43,0.059,31.0,0.9966,0.57,11.0,5,0,1
552,9.5,0.46,0.24,0.092,44.0,0.998,0.74,10.0,6,0,0
157,7.1,0.43,0.42,0.071,128.0,0.9973,0.71,10.5,5,0,0
104,7.2,0.49,0.24,0.07,36.0,0.996,0.48,9.4,5,0,0
862,7.5,0.42,0.32,0.067,25.0,0.99628,0.44,10.4,5,0,0
100,8.3,0.61,0.3,0.084,50.0,0.9972,0.61,10.2,6,0,1
1010,8.9,0.28,0.45,0.067,12.0,0.99354,0.55,12.3,7,1,0
81,7.8,0.43,0.7,0.464,67.0,0.9974,1.28,9.4,5,0,0
609,6.3,0.36,0.19,0.075,39.0,0.9956,0.52,12.7,6,1,0
302,8.3,0.705,0.12,0.092,28.0,0.9994,0.72,10.0,5,0,1
465,10.0,0.29,0.4,0.098,26.0,1.0006,0.91,9.7,5,0,0
822,6.7,0.54,0.13,0.076,36.0,0.9973,0.64,9.8,5,0,0
851,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0,0
1577,6.2,0.7,0.15,0.076,27.0,0.99622,0.6,11.9,6,1,1
1008,8.9,0.35,0.4,0.11,24.0,0.99549,0.7,12.0,7,1,0
62,7.5,0.52,0.16,0.085,35.0,0.9968,0.62,9.5,7,0,0
251,7.1,0.6,0.0,0.074,34.0,0.9972,0.7,9.9,6,0,1
205,12.8,0.3,0.74,0.095,28.0,0.9994,0.77,10.8,7,0,0
1421,7.5,0.4,0.18,0.079,58.0,0.9965,0.58,9.4,5,0,0
472,12.5,0.37,0.55,0.083,68.0,0.9995,0.82,10.4,6,0,0
1487,6.0,0.64,0.05,0.066,17.0,0.99496,0.78,10.6,5,0,1
582,11.7,0.49,0.49,0.083,15.0,1.0,0.43,9.2,5,0,0
1515,6.9,0.84,0.21,0.074,65.0,0.99842,0.72,9.25,6,0,1
5,7.4,0.66,0.0,0.075,40.0,0.9978,0.56,9.4,5,0,1
791,8.8,0.64,0.17,0.084,130.0,0.99818,0.54,9.6,5,0,1
1199,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,0,0
1064,8.2,0.74,0.09,0.067,10.0,0.99418,0.57,11.8,6,1,1
45,4.6,0.52,0.15,0.054,65.0,0.9934,0.56,13.1,4,1,0
805,8.2,0.28,0.4,0.052,10.0,0.99356,0.7,12.8,7,1,0
827,7.1,0.46,0.14,0.076,37.0,0.99624,0.49,10.7,5,0,0
53,8.6,0.38,0.36,0.081,119.0,0.997,0.56,9.4,5,0,0
1528,7.9,0.29,0.49,0.096,59.0,0.99714,0.67,10.1,6,0,0
1267,10.4,0.43,0.5,0.068,19.0,0.996,0.87,11.4,6,0,0
1590,6.3,0.55,0.15,0.077,35.0,0.99314,0.82,11.6,6,1,0
1535,7.0,0.55,0.13,0.075,35.0,0.9959,0.59,9.7,6,0,0
99,8.1,0.545,0.18,0.08,35.0,0.9972,0.59,9.0,6,0,0
1504,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6,0,0
745,7.3,0.51,0.18,0.07,28.0,0.99768,0.73,9.5,6,0,0
512,10.7,0.4,0.48,0.125,49.0,0.998,0.81,9.7,6,0,0
154,7.1,0.43,0.42,0.07,129.0,0.9973,0.72,10.5,5,0,0
1210,6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6,0,1
612,7.5,0.64,0.0,0.077,29.0,0.9965,0.6,10.0,6,0,1
9,7.5,0.5,0.36,0.071,102.0,0.9978,0.8,10.5,5,0,0
386,7.8,0.54,0.26,0.088,48.0,0.9981,0.74,9.2,6,0,0
1269,5.5,0.49,0.03,0.044,87.0,0.9908,0.82,14.0,8,1,0
46,7.7,0.935,0.43,0.114,114.0,0.997,0.73,9.2,5,0,1
484,10.6,0.44,0.68,0.114,24.0,0.997,0.66,13.4,6,1,0
1075,9.1,0.25,0.34,0.071,67.0,0.99769,0.86,10.2,7,0,0
964,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,11.1,6,0,0
729,6.4,0.865,0.03,0.071,58.0,0.995,0.49,12.7,6,1,1
679,10.8,0.26,0.45,0.06,49.0,0.9972,0.54,9.6,5,0,0
795,10.8,0.89,0.3,0.132,60.0,0.99786,1.18,10.2,5,0,1
993,7.1,0.34,0.28,0.082,68.0,0.99694,0.48,9.4,5,0,0
1567,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0,1
592,9.0,0.45,0.49,0.084,75.0,0.9987,0.57,9.7,5,0,0
625,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0,1
1316,5.4,0.74,0.0,0.041,46.0,0.99258,0.59,12.5,6,1,1
1125,8.8,0.24,0.35,0.055,27.0,0.99394,0.59,11.3,7,0,0
135,8.4,0.745,0.11,0.09,63.0,0.9965,0.82,9.6,5,0,1
1050,7.1,0.43,0.17,0.082,51.0,0.99634,0.64,10.4,5,0,0
119,7.0,0.69,0.08,0.097,89.0,0.9959,0.54,9.2,6,0,1
734,7.7,0.56,0.2,0.075,39.0,0.9987,0.62,9.3,5,0,0
1061,9.1,0.4,0.5,0.071,16.0,0.99462,0.69,12.5,8,1,0
322,7.8,0.62,0.05,0.079,18.0,0.99735,0.63,9.3,5,0,1
782,9.0,0.82,0.05,0.081,96.0,0.99814,0.53,10.0,5,0,1
1502,7.3,0.585,0.18,0.078,60.0,0.99638,0.54,9.8,5,0,0
278,10.3,0.32,0.45,0.073,13.0,0.9976,0.82,12.6,8,1,0
562,9.0,0.54,0.49,0.094,110.0,0.9982,0.61,9.2,5,0,0
543,11.2,0.66,0.24,0.085,53.0,0.9993,0.72,11.0,6,0,1
550,6.8,0.51,0.01,0.074,25.0,0.9958,0.56,9.5,6,0,0
402,12.2,0.48,0.54,0.085,64.0,1.0,0.61,10.5,6,0,0
638,7.7,0.915,0.12,0.143,23.0,0.9964,0.65,10.2,7,0,1
220,7.8,0.34,0.37,0.082,58.0,0.9964,0.59,9.4,6,0,0
517,10.4,0.61,0.49,0.2,16.0,0.9994,0.63,8.4,3,0,1
1509,7.9,0.18,0.4,0.062,20.0,0.9941,0.7,11.1,5,0,0
1320,9.7,0.66,0.34,0.094,88.0,0.99796,0.66,10.1,5,0,1
1328,6.5,0.52,0.11,0.073,38.0,0.9955,0.52,9.3,5,0,0
1426,7.7,0.23,0.37,0.046,60.0,0.9971,0.71,12.1,6,1,0
464,11.5,0.315,0.54,0.084,15.0,0.9987,0.7,9.2,6,0,0
511,10.0,0.59,0.31,0.09,62.0,0.9994,0.63,10.2,6,0,0
940,9.6,0.33,0.52,0.074,25.0,0.99509,0.76,12.4,7,1,0
693,9.0,0.48,0.32,0.084,122.0,0.9984,0.62,9.4,5,0,0
267,7.9,0.35,0.46,0.078,37.0,0.9973,0.86,12.8,8,1,0
1436,10.0,0.38,0.38,0.169,90.0,0.99914,0.65,8.5,5,0,0
1281,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6,0,0
101,7.8,0.5,0.3,0.075,22.0,0.9959,0.56,10.4,6,0,0
1598,6.0,0.31,0.47,0.067,42.0,0.99549,0.66,11.0,6,0,0
646,7.3,0.67,0.05,0.107,20.0,0.9972,0.63,10.1,5,0,1
64,7.2,0.725,0.05,0.086,11.0,0.9962,0.39,10.9,5,0,1
1120,7.9,0.54,0.34,0.076,17.0,0.99235,0.72,13.1,8,1,0
684,9.8,0.98,0.32,0.078,152.0,0.998,0.48,9.4,5,0,1
1411,6.4,0.47,0.4,0.071,19.0,0.9963,0.73,10.6,6,0,0
1084,7.2,0.38,0.3,0.073,70.0,0.99685,0.59,9.5,6,0,0
1086,8.5,0.34,0.4,0.055,9.0,0.99738,0.66,11.6,7,1,0
1270,5.0,0.38,0.01,0.048,60.0,0.99084,0.75,14.0,6,1,0
451,8.4,0.37,0.53,0.413,26.0,0.9979,1.06,9.1,6,0,0
441,11.9,0.4,0.65,0.068,27.0,0.9988,0.68,11.3,6,0,0
762,8.8,0.7,0.0,0.069,19.0,0.99701,0.53,10.0,6,0,1
808,7.4,0.53,0.12,0.165,12.0,0.99702,0.86,9.2,5,0,0
1238,8.1,0.73,0.0,0.081,24.0,0.99798,0.46,9.6,4,0,1
659,7.1,0.84,0.02,0.096,13.0,0.997,0.57,11.0,4,0,1
325,10.0,0.49,0.2,0.071,50.0,1.0015,0.69,9.2,6,0,0
1015,10.5,0.39,0.46,0.075,27.0,0.99598,0.84,11.4,6,0,0
127,8.1,1.33,0.0,0.082,12.0,0.9964,0.48,10.9,5,0,1
467,8.8,0.46,0.45,0.065,18.0,0.9947,0.79,14.0,6,1,0
55,7.7,0.62,0.04,0.084,45.0,0.9978,0.53,9.5,5,0,1
695,5.1,0.47,0.02,0.034,44.0,0.9921,0.62,12.8,6,1,0
1334,7.2,0.835,0.0,0.166,11.0,0.99608,0.52,10.0,5,0,1
1278,8.0,0.715,0.22,0.075,81.0,0.99688,0.54,9.5,6,0,1
418,11.9,0.38,0.51,0.121,20.0,0.9996,0.76,10.4,6,0,0
237,7.2,0.645,0.0,0.097,39.0,0.99675,0.58,9.2,6,0,1
1246,7.4,0.74,0.07,0.086,48.0,0.99502,0.48,10.0,5,0,1
1332,8.4,0.39,0.1,0.075,25.0,0.99581,0.43,9.7,6,0,0
929,8.7,0.33,0.38,0.063,19.0,0.99468,0.73,12.0,7,1,0
755,7.8,0.91,0.07,0.058,47.0,0.99525,0.43,10.7,6,0,1
1470,10.0,0.69,0.11,0.084,24.0,0.99578,0.47,9.7,5,0,1
1190,9.1,0.4,0.57,0.08,20.0,0.99652,0.57,12.5,6,1,0
213,8.2,0.57,0.26,0.06,65.0,0.9959,0.43,10.1,5,0,0
629,7.6,0.685,0.23,0.111,84.0,0.9964,0.61,9.3,5,0,1
1011,8.9,0.32,0.31,0.088,19.0,0.9957,0.55,10.4,6,0,0
51,6.6,0.52,0.04,0.069,15.0,0.9956,0.63,9.4,6,0,0
1394,6.4,0.57,0.14,0.07,73.0,0.99669,0.48,9.2,5,0,0
70,7.7,0.63,0.08,0.076,27.0,0.9967,0.54,9.5,6,0,1
624,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0,1
92,8.6,0.49,0.29,0.11,133.0,0.9972,1.98,9.8,5,0,0
539,11.2,0.5,0.74,0.1,17.0,0.9996,0.62,11.2,5,0,0
1457,7.6,0.49,0.33,0.074,85.0,0.99706,0.58,9.0,5,0,0
1054,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,9.1,6,0,1
179,8.8,0.61,0.14,0.067,42.0,0.9969,0.59,9.5,5,0,1
645,7.8,0.64,0.1,0.115,11.0,0.9984,0.69,10.1,7,0,1
829,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,11.1,6,0,1
158,7.1,0.68,0.0,0.073,22.0,0.9969,0.5,9.3,5,0,1
887,10.7,0.52,0.38,0.066,56.0,0.99577,0.79,12.1,7,1,0
163,7.4,0.6,0.26,0.07,121.0,0.9982,0.49,9.4,5,0,1
1309,7.0,0.62,0.1,0.071,63.0,0.996,0.61,9.2,5,0,1
