,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,alcohol_higher,va_high
860,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,9.5,5,0,1
644,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0,0
1551,7.1,0.67,0.0,0.083,27.0,0.99768,0.54,9.4,5,0,1
398,11.5,0.59,0.59,0.087,49.0,0.9988,0.65,11.0,6,0,0
720,8.4,0.56,0.04,0.082,22.0,0.9976,0.44,9.6,5,0,0
511,10.0,0.59,0.31,0.09,62.0,0.9994,0.63,10.2,6,0,0
1314,7.0,0.36,0.21,0.086,69.0,0.99556,0.53,10.1,6,0,0
299,6.9,0.67,0.06,0.08,33.0,0.99845,0.71,9.6,5,0,1
754,7.8,0.48,0.68,0.415,32.0,0.99656,1.06,9.1,6,0,0
850,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0,0
897,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,10.7,6,0,0
1192,7.2,0.25,0.37,0.063,41.0,0.99439,0.8,12.4,7,1,0
621,8.2,0.56,0.23,0.078,104.0,0.9976,0.62,9.4,5,0,0
989,9.7,0.295,0.4,0.073,21.0,0.99556,0.51,10.9,6,0,0
416,10.6,0.48,0.64,0.111,20.0,0.997,0.66,11.7,6,1,0
476,9.3,0.27,0.41,0.091,16.0,0.998,0.7,9.7,5,0,0
66,7.5,0.52,0.11,0.079,39.0,0.9968,0.58,9.6,5,0,0
541,9.5,0.46,0.49,0.064,17.0,0.9988,0.73,11.0,6,0,0
1306,9.7,0.69,0.32,0.088,91.0,0.9979,0.62,10.1,5,0,1
297,7.1,0.63,0.06,0.083,29.0,0.99855,0.73,9.6,5,0,1
1003,6.8,0.36,0.32,0.067,8.0,0.9928,0.55,12.8,7,1,0
792,7.1,0.61,0.02,0.081,87.0,0.99745,0.6,9.7,6,0,1
182,7.2,0.73,0.02,0.076,42.0,0.9972,0.52,9.3,5,0,1
1019,7.0,0.5,0.14,0.078,23.0,0.99636,0.61,10.4,5,0,0
1119,5.6,0.66,0.0,0.066,15.0,0.99256,0.58,12.9,5,1,1
777,6.9,0.635,0.17,0.241,18.0,0.9961,0.59,10.3,6,0,1
1229,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5,0,0
1058,9.9,0.53,0.57,0.093,52.0,0.9971,0.76,11.6,7,1,0
446,12.5,0.38,0.6,0.081,72.0,0.9996,0.73,10.5,5,0,0
1313,7.0,0.36,0.21,0.086,65.0,0.99558,0.54,10.1,6,0,0
807,8.2,0.28,0.4,0.052,10.0,0.99356,0.7,12.8,7,1,0
1421,7.5,0.4,0.18,0.079,58.0,0.9965,0.58,9.4,5,0,0
598,8.5,0.585,0.18,0.078,30.0,0.9967,0.48,9.8,6,0,0
1336,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0,0
256,9.4,0.34,0.37,0.075,13.0,0.998,0.62,9.2,5,0,0
1285,11.3,0.37,0.5,0.09,47.0,0.99734,0.57,10.5,5,0,0
501,10.4,0.44,0.73,0.074,76.0,0.999,0.85,12.0,7,1,0
122,7.3,0.695,0.0,0.075,13.0,0.998,0.52,9.2,5,0,1
1161,8.8,0.45,0.43,0.076,21.0,0.99551,0.75,10.2,6,0,0
556,10.9,0.53,0.49,0.118,17.0,1.0002,0.56,11.7,6,1,0
986,9.8,0.34,0.39,0.066,7.0,0.9947,0.55,11.4,7,0,0
520,9.8,0.25,0.49,0.088,33.0,0.9982,0.9,10.0,6,0,0
328,13.4,0.27,0.62,0.082,21.0,1.0002,0.67,9.7,6,0,0
877,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,11.8,6,1,1
1165,8.5,0.44,0.5,0.369,38.0,0.99634,1.1,9.4,5,0,0
497,7.2,0.34,0.32,0.09,113.0,0.9966,0.79,11.1,5,0,0
18,7.4,0.59,0.08,0.086,29.0,0.9974,0.5,9.0,4,0,0
1552,6.3,0.68,0.01,0.103,54.0,0.99586,0.66,11.3,6,0,1
1206,7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7,0,0
1162,8.5,0.32,0.42,0.075,19.0,0.99434,0.71,11.8,7,1,0
770,7.1,0.59,0.02,0.082,94.0,0.99744,0.53,9.7,6,0,0
1057,7.6,0.42,0.25,0.104,90.0,0.99784,0.57,9.1,5,0,0
633,10.1,0.935,0.22,0.105,86.0,1.001,0.64,11.3,4,0,1
1456,6.0,0.54,0.06,0.05,89.0,0.99236,0.5,10.55,6,0,0
353,13.5,0.53,0.79,0.12,77.0,1.0018,0.77,13.0,5,1,0
1077,8.6,0.37,0.65,0.08,8.0,0.99817,0.58,11.0,5,0,0
309,7.4,0.29,0.38,0.062,30.0,0.9968,0.53,9.5,6,0,0
1400,7.9,0.69,0.21,0.08,141.0,0.9962,0.51,9.9,5,0,1
72,7.7,0.69,0.22,0.084,94.0,0.9961,0.48,9.5,5,0,1
1287,8.0,0.6,0.08,0.056,7.0,0.99286,0.37,13.0,5,1,1
1120,7.9,0.54,0.34,0.076,17.0,0.99235,0.72,13.1,8,1,0
727,6.4,0.57,0.02,0.067,11.0,0.997,0.68,9.5,5,0,0
820,7.0,0.685,0.0,0.099,22.0,0.99606,0.6,9.7,5,0,1
1197,7.7,0.57,0.21,0.069,9.0,0.99458,0.54,9.8,6,0,0
1397,7.3,0.59,0.26,0.08,104.0,0.99584,0.52,9.9,5,0,0
1570,6.4,0.36,0.53,0.23,35.0,0.9934,0.93,12.4,6,1,0
557,15.6,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0,1
428,9.1,0.52,0.33,0.07,30.0,0.9978,0.6,9.3,5,0,0
1260,8.6,0.635,0.68,0.403,56.0,0.99632,1.15,9.3,5,0,1
1554,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6,0,1
836,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,11.7,7,1,0
31,6.9,0.685,0.0,0.105,37.0,0.9966,0.57,10.6,6,0,1
1294,8.2,0.635,0.1,0.073,60.0,0.99638,0.75,10.9,6,0,1
493,8.7,0.69,0.31,0.086,81.0,1.0002,0.74,11.6,6,1,1
604,8.3,0.58,0.13,0.096,63.0,0.9984,0.62,9.1,6,0,0
212,11.6,0.44,0.64,0.059,15.0,0.998,0.67,10.2,6,0,0
1392,7.1,0.62,0.06,0.07,12.0,0.9942,0.48,9.8,5,0,1
290,8.7,0.52,0.09,0.091,49.0,0.9976,0.86,10.6,7,0,0
1439,7.3,0.67,0.02,0.072,92.0,0.99566,0.68,11.0666666666667,6,0,1
75,8.8,0.41,0.64,0.093,42.0,0.9986,0.66,10.5,5,0,0
853,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,0,0
1367,6.9,0.54,0.3,0.088,105.0,0.99725,1.18,10.5,6,0,0
999,6.4,0.69,0.0,0.055,12.0,0.99162,0.53,12.9,6,1,1
99,8.1,0.545,0.18,0.08,35.0,0.9972,0.59,9.0,6,0,0
510,12.4,0.42,0.49,0.073,43.0,0.9978,0.61,9.5,5,0,0
1321,5.0,0.74,0.0,0.041,46.0,0.99258,0.59,12.5,6,1,1
452,6.8,0.56,0.03,0.084,35.0,0.9968,0.63,10.0,6,0,0
515,8.5,0.655,0.49,0.122,151.0,1.001,1.14,9.3,5,0,1
578,8.8,0.47,0.49,0.085,110.0,0.9982,0.6,9.8,5,0,0
973,8.5,0.34,0.44,0.079,12.0,0.99605,0.63,10.7,5,0,0
196,7.3,0.58,0.3,0.074,55.0,0.9968,0.59,10.2,5,0,0
737,8.2,0.59,0.0,0.093,58.0,1.0002,0.65,9.3,6,0,0
821,4.9,0.42,0.0,0.048,42.0,0.99154,0.74,14.0,7,1,0
303,7.4,0.67,0.12,0.186,21.0,0.996,0.54,9.5,5,0,1
596,12.4,0.4,0.51,0.059,24.0,0.9994,0.6,9.3,6,0,0
586,11.1,0.31,0.49,0.094,47.0,0.9986,1.02,10.6,7,0,0
641,9.5,0.59,0.44,0.071,68.0,0.9992,0.63,9.5,5,0,0
379,8.3,0.42,0.38,0.094,60.0,0.9979,0.7,10.8,6,0,0
258,7.7,0.41,0.76,0.611,45.0,0.9968,1.26,9.4,5,0,0
1472,7.6,0.35,0.6,0.073,44.0,0.99656,0.79,11.1,6,0,0
1284,7.0,0.42,0.19,0.071,36.0,0.99476,0.56,10.9,5,0,0
1159,10.2,0.41,0.43,0.11,37.0,0.99728,0.67,10.8,5,0,0
1319,9.1,0.76,0.68,0.414,64.0,0.99652,1.33,9.1,6,0,1
1366,7.3,0.74,0.08,0.094,45.0,0.99576,0.5,9.8,5,0,1
441,11.9,0.4,0.65,0.068,27.0,0.9988,0.68,11.3,6,0,0
788,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,0,0
711,8.9,0.565,0.34,0.093,112.0,0.9998,0.61,9.5,5,0,0
1063,10.2,0.29,0.65,0.075,17.0,0.99565,0.63,11.8,6,1,0
106,7.8,0.41,0.68,0.467,69.0,0.9973,1.31,9.3,5,0,0
33,6.9,0.605,0.12,0.073,83.0,0.9993,0.52,9.4,6,0,1
929,8.7,0.33,0.38,0.063,19.0,0.99468,0.73,12.0,7,1,0
1000,7.5,0.43,0.3,0.062,12.0,0.99495,0.72,11.5,7,0,0
967,8.5,0.66,0.2,0.097,113.0,0.99733,0.48,9.2,5,0,1
1114,5.0,0.4,0.5,0.046,80.0,0.9902,0.66,13.6,6,1,0
222,6.8,0.61,0.04,0.057,10.0,0.99525,0.6,9.5,5,0,1
546,7.5,0.55,0.24,0.078,28.0,0.9983,0.78,9.5,6,0,0
912,10.0,0.46,0.44,0.065,8.0,0.99674,0.62,12.2,6,1,0
1006,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,11.7,7,1,0
649,6.7,0.42,0.27,0.068,148.0,0.9948,0.57,11.3,6,0,0
1012,7.7,1.005,0.15,0.102,32.0,0.99604,0.48,10.0,5,0,1
892,10.1,0.45,0.23,0.082,18.0,0.99774,0.65,9.3,6,0,0
784,7.1,0.59,0.01,0.077,85.0,0.99746,0.59,9.8,5,0,0
275,7.9,0.545,0.06,0.087,61.0,0.9965,0.67,10.7,6,0,0
636,9.6,0.88,0.28,0.086,147.0,0.9979,0.53,9.4,5,0,1
71,7.7,0.67,0.23,0.088,96.0,0.9962,0.48,9.5,5,0,1
746,8.2,0.34,0.38,0.08,57.0,0.9978,0.47,9.0,6,0,0
748,7.2,0.5,0.18,0.071,31.0,0.99761,0.72,9.6,6,0,0
349,9.1,0.785,0.0,0.093,28.0,0.9994,0.86,9.4,6,0,1
514,10.5,0.51,0.64,0.107,15.0,0.9973,0.66,11.8,7,1,0
477,10.4,0.24,0.49,0.075,20.0,0.9977,1.06,11.0,6,0,0
1055,8.2,0.64,0.27,0.095,77.0,0.99747,0.62,9.1,6,0,1
1312,8.0,1.18,0.21,0.083,41.0,0.99532,0.47,10.5,5,0,1
504,10.5,0.24,0.42,0.077,22.0,0.9976,1.05,10.8,7,0,0
519,7.3,0.365,0.49,0.088,106.0,0.9966,0.78,11.0,5,0,0
360,8.2,0.7,0.23,0.099,81.0,0.9973,0.7,9.4,5,0,1
84,6.3,0.3,0.48,0.069,61.0,0.9959,0.78,10.3,6,0,0
1062,8.0,0.38,0.44,0.098,15.0,0.9956,0.64,11.4,6,0,0
826,7.5,0.27,0.34,0.05,8.0,0.9951,0.64,11.0,7,0,0
799,9.4,0.5,0.34,0.082,14.0,0.9987,0.52,10.7,6,0,0
221,7.4,0.53,0.26,0.101,72.0,0.9957,0.57,9.4,5,0,0
906,7.2,0.54,0.27,0.084,78.0,0.9964,0.71,11.0,5,0,0
1405,7.7,0.28,0.3,0.062,34.0,0.9952,0.9,11.3,7,0,0
111,8.4,0.62,0.09,0.084,108.0,0.9964,0.66,9.8,5,0,1
1180,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,0,0
1567,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0,1
818,7.1,0.715,0.0,0.071,47.0,0.99632,0.45,9.4,5,0,1
695,5.1,0.47,0.02,0.034,44.0,0.9921,0.62,12.8,6,1,0
1145,8.2,0.2,0.43,0.076,51.0,0.99672,0.81,10.4,6,0,0
674,10.8,0.4,0.41,0.084,17.0,0.9984,0.67,9.3,6,0,0
782,9.0,0.82,0.05,0.081,96.0,0.99814,0.53,10.0,5,0,1
86,8.6,0.49,0.28,0.11,136.0,0.9972,1.95,9.9,6,0,0
886,9.0,0.8,0.12,0.083,28.0,0.99836,0.65,10.4,6,0,1
496,7.8,0.52,0.25,0.081,38.0,0.9984,0.65,9.0,6,0,0
1530,6.6,0.44,0.09,0.063,18.0,0.99444,0.69,11.3,6,0,0
173,7.4,0.62,0.05,0.068,42.0,0.9961,0.57,11.5,6,0,1
1515,6.9,0.84,0.21,0.074,65.0,0.99842,0.72,9.25,6,0,1
1377,5.2,0.49,0.26,0.09,74.0,0.9953,0.62,12.2,6,1,0
1028,7.2,0.34,0.21,0.075,68.0,0.99586,0.54,10.1,6,0,0
673,8.2,0.73,0.21,0.074,13.0,0.9968,0.52,9.5,5,0,1
1095,9.4,0.4,0.47,0.087,20.0,0.99772,0.5,10.5,5,0,0
975,7.2,0.41,0.3,0.083,72.0,0.997,0.52,9.4,5,0,0
1536,6.1,0.53,0.08,0.077,45.0,0.99528,0.68,10.3,6,0,0
281,7.7,0.27,0.68,0.358,10.0,0.9972,1.08,9.9,7,0,0
1292,5.9,0.395,0.13,0.056,28.0,0.99362,0.67,12.4,6,1,0
1128,10.0,0.43,0.33,0.095,89.0,0.9984,0.68,10.0,5,0,0
107,6.2,0.63,0.31,0.088,64.0,0.9969,0.79,9.3,5,0,1
156,7.1,0.43,0.42,0.07,129.0,0.9973,0.72,10.5,5,0,0
1419,7.7,0.64,0.21,0.077,133.0,0.9956,0.45,9.9,5,0,1
1442,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5,0,1
1083,8.7,0.42,0.45,0.072,59.0,0.99617,0.77,12.0,6,1,0
1261,6.3,1.02,0.0,0.083,24.0,0.99437,0.55,11.2,4,0,1
970,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,10.9,6,0,0
400,6.6,0.735,0.02,0.122,124.0,0.9994,0.53,9.9,5,0,1
668,10.0,0.73,0.43,0.059,31.0,0.9966,0.57,11.0,5,0,1
1550,7.1,0.68,0.0,0.087,26.0,0.99783,0.53,9.5,5,0,1
1396,8.7,0.675,0.1,0.09,11.0,0.99745,0.65,9.55,5,0,1
1110,8.3,0.53,0.0,0.07,14.0,0.99593,0.64,10.0,6,0,0
1446,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5,0,1
694,9.0,0.47,0.31,0.084,125.0,0.9984,0.61,9.4,5,0,0
922,8.4,0.62,0.12,0.072,46.0,0.99504,0.89,11.8,6,1,1
457,9.2,0.63,0.21,0.097,65.0,0.9988,0.58,9.6,5,0,1
719,7.1,0.66,0.0,0.086,45.0,0.9976,0.54,9.5,5,0,1
1362,11.6,0.475,0.4,0.091,28.0,0.99704,0.65,10.0333333333333,6,0,0
619,11.3,0.37,0.41,0.088,16.0,0.9988,0.8,9.3,5,0,0
1315,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6,0,1
437,11.1,0.45,0.73,0.066,22.0,0.9986,0.66,11.2,6,0,0
1349,6.9,0.57,0.0,0.081,41.0,0.99518,0.52,10.8,5,0,0
678,8.3,0.78,0.1,0.081,87.0,0.9983,0.53,10.0,5,0,1
135,8.4,0.745,0.11,0.09,63.0,0.9965,0.82,9.6,5,0,1
1023,8.2,0.32,0.42,0.098,9.0,0.99506,0.55,12.3,6,1,0
1221,10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6,0,0
1254,7.8,0.7,0.06,0.079,35.0,0.99628,0.69,10.9,5,0,1
938,7.2,0.38,0.38,0.068,42.0,0.99356,0.72,12.9,7,1,0
374,14.0,0.41,0.63,0.089,47.0,1.0014,0.81,10.8,6,0,0
591,6.6,0.39,0.49,0.07,149.0,0.9922,0.5,11.5,6,0,0
1167,8.2,0.33,0.39,0.074,48.0,0.99528,0.88,12.4,7,1,0
140,8.4,0.745,0.11,0.09,63.0,0.9965,0.82,9.6,5,0,1
1320,9.7,0.66,0.34,0.094,88.0,0.99796,0.66,10.1,5,0,1
420,9.5,0.56,0.33,0.089,67.0,0.9972,0.73,11.8,7,1,0
14,8.9,0.62,0.18,0.176,145.0,0.9986,0.88,9.2,5,0,1
798,9.4,0.5,0.34,0.082,14.0,0.9987,0.52,10.7,6,0,0
1441,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.56666666666667,6,0,1
610,8.8,0.24,0.54,0.083,57.0,0.9983,0.54,9.2,5,0,0
1411,6.4,0.47,0.4,0.071,19.0,0.9963,0.73,10.6,6,0,0
1166,9.9,0.54,0.26,0.111,60.0,0.99709,0.98,10.2,5,0,0
1066,6.6,0.52,0.08,0.07,26.0,0.99358,0.72,12.5,7,1,0
387,8.3,0.66,0.15,0.079,42.0,0.9972,0.54,9.6,6,0,1
1595,5.9,0.55,0.1,0.062,51.0,0.99512,0.76,11.2,6,0,0
988,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,9.4,5,0,0
653,9.4,0.33,0.59,0.079,30.0,0.9976,0.54,12.0,6,1,0
749,7.3,0.51,0.18,0.07,28.0,0.99768,0.73,9.5,6,0,0
822,6.7,0.54,0.13,0.076,36.0,0.9973,0.64,9.8,5,0,0
1147,10.0,0.41,0.45,0.071,14.0,0.99702,0.49,11.8,7,1,0
1205,7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7,0,0
679,10.8,0.26,0.45,0.06,49.0,0.9972,0.54,9.6,5,0,0
1471,6.7,0.7,0.08,0.067,16.0,0.99334,0.52,12.6,5,1,1
1301,6.7,0.86,0.07,0.1,57.0,0.99598,0.74,11.7,6,1,1
1144,7.3,0.32,0.23,0.066,70.0,0.99588,0.62,10.1,5,0,0
1569,6.2,0.51,0.14,0.056,34.0,0.99396,0.57,11.5,6,0,0
278,10.3,0.32,0.45,0.073,13.0,0.9976,0.82,12.6,8,1,0
1450,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7,0,0
1473,6.1,0.6,0.08,0.071,45.0,0.99336,0.54,11.0,5,0,1
1001,9.9,0.35,0.38,0.058,47.0,0.99676,0.82,10.6,7,0,0
382,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,0,0
889,10.7,0.9,0.34,0.112,99.0,1.00289,0.68,9.3,5,0,1
1406,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6,0,0
78,6.7,0.75,0.12,0.086,80.0,0.9958,0.52,10.1,5,0,1
141,8.3,0.715,0.15,0.089,52.0,0.9968,0.77,9.5,5,0,1
1491,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5,0,0
1061,9.1,0.4,0.5,0.071,16.0,0.99462,0.69,12.5,8,1,0
930,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,10.5,5,0,1
1451,7.8,0.32,0.44,0.104,17.0,0.99732,0.78,11.0,7,0,0
740,8.3,0.76,0.29,0.075,16.0,0.9965,0.68,11.5,6,0,1
640,9.9,0.54,0.45,0.071,40.0,0.9991,0.62,9.4,5,0,0
1485,7.0,0.655,0.16,0.074,25.0,0.99606,0.55,9.7,5,0,1
676,10.8,0.4,0.41,0.084,17.0,0.9984,0.67,9.3,6,0,0
1256,7.5,0.59,0.22,0.082,60.0,0.99499,0.42,9.2,5,0,0
682,8.5,0.46,0.31,0.078,58.0,0.998,0.54,9.8,5,0,0
305,10.3,0.53,0.48,0.063,25.0,0.9998,0.59,9.3,6,0,0
848,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0,1
574,10.6,0.34,0.49,0.078,78.0,0.9992,0.7,10.0,6,0,0
785,9.9,0.35,0.41,0.083,61.0,0.9982,0.5,9.5,5,0,0
692,8.6,0.49,0.51,0.422,62.0,0.9979,1.17,9.0,5,0,0
1024,7.7,0.58,0.01,0.088,18.0,0.99568,0.56,10.5,7,0,0
169,7.5,0.705,0.24,0.36,63.0,0.9964,1.59,9.5,5,0,1
1326,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,0,0
1098,8.0,0.31,0.45,0.216,16.0,0.99358,0.81,12.5,7,1,0
987,7.1,0.36,0.3,0.08,70.0,0.99693,0.5,9.4,5,0,0
1178,5.6,0.915,0.0,0.041,78.0,0.99346,0.73,11.4,5,0,1
705,8.4,1.035,0.15,0.073,54.0,0.999,0.49,9.9,5,0,1
1540,6.2,0.52,0.08,0.071,32.0,0.99646,0.63,11.6,6,1,0
32,8.3,0.655,0.12,0.083,113.0,0.9966,0.66,9.8,5,0,1
357,10.5,0.42,0.66,0.116,29.0,0.997,0.75,11.7,7,1,0
255,8.0,0.57,0.23,0.073,119.0,0.99675,0.57,9.3,5,0,0
1123,10.7,0.4,0.37,0.081,29.0,0.99674,0.65,11.2,6,0,0
909,7.3,0.305,0.39,0.059,11.0,0.99331,0.52,11.5,6,0,0
1182,10.2,0.4,0.4,0.068,54.0,0.99754,0.86,10.5,6,0,0
1238,8.1,0.73,0.0,0.081,24.0,0.99798,0.46,9.6,4,0,1
880,9.2,0.56,0.18,0.078,21.0,0.99576,0.49,9.9,5,0,0
1031,7.3,0.55,0.01,0.093,15.0,0.99514,0.58,11.0,7,0,0
1510,6.4,0.36,0.21,0.047,48.0,0.99661,0.77,9.7,6,0,0
505,10.2,0.49,0.63,0.072,26.0,0.9968,0.78,12.5,7,1,0
375,11.5,0.54,0.71,0.124,15.0,0.9984,0.83,11.8,7,1,0
947,8.3,0.28,0.48,0.093,12.0,0.99408,0.62,12.4,7,1,0
1196,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,0,0
1207,9.9,0.72,0.55,0.136,52.0,0.99752,0.94,10.0,5,0,1
435,12.3,0.39,0.63,0.091,18.0,1.0004,0.49,9.5,5,0,0
752,7.6,0.54,0.13,0.097,66.0,0.99785,0.61,9.4,5,0,0
154,7.1,0.43,0.42,0.07,129.0,0.9973,0.72,10.5,5,0,0
471,9.6,0.54,0.42,0.081,52.0,0.997,0.71,11.4,6,0,0
